abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,print_section,print_page,subsection_name,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Get live results and maps from the 2024 Minnesota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-minnesota-us-house-5.html,Get live results and maps from the 2024 Minnesota general election.,Get live results and maps from the 2024 Minnesota general election.,The New York Times,,,2024-11-05T19:48:58+0000,multimedia,Graphics,U.S.,,nyt://interactive/97175a05-7a6e-5f72-84c6-fcbab7d3c027,0,nyt://interactive/97175a05-7a6e-5f72-84c6-fcbab7d3c027,NA,NA,Elections,Minnesota Fifth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Minnesota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-minnesota-us-house-6.html,Get live results and maps from the 2024 Minnesota general election.,Get live results and maps from the 2024 Minnesota general election.,The New York Times,,,2024-11-05T19:48:58+0000,multimedia,Graphics,U.S.,,nyt://interactive/99a1ccb0-39e9-5094-97ea-e54d811e2a93,0,nyt://interactive/99a1ccb0-39e9-5094-97ea-e54d811e2a93,NA,NA,Elections,Minnesota Sixth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Missouri general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-missouri-us-house-5.html,Get live results and maps from the 2024 Missouri general election.,Get live results and maps from the 2024 Missouri general election.,The New York Times,,,2024-11-05T19:48:58+0000,multimedia,Graphics,U.S.,,nyt://interactive/a536b963-b57d-542f-b51d-fbf9ed87d1bd,0,nyt://interactive/a536b963-b57d-542f-b51d-fbf9ed87d1bd,NA,NA,Elections,Missouri Fifth Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Mississippi general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-mississippi-us-house-2.html,Get live results and maps from the 2024 Mississippi general election.,Get live results and maps from the 2024 Mississippi general election.,The New York Times,,,2024-11-05T19:48:58+0000,multimedia,Graphics,U.S.,,nyt://interactive/be0409e1-4e57-5b0a-80cd-bdd18f87efa3,0,nyt://interactive/be0409e1-4e57-5b0a-80cd-bdd18f87efa3,NA,NA,Elections,Mississippi Second Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Texas general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-texas-us-house-34.html,Get live results and maps from the 2024 Texas general election.,Get live results and maps from the 2024 Texas general election.,The New York Times,,,2024-11-05T19:48:58+0000,multimedia,Graphics,U.S.,,nyt://interactive/c8697bc3-7107-54e1-984d-c6f1fc08a878,0,nyt://interactive/c8697bc3-7107-54e1-984d-c6f1fc08a878,NA,NA,Elections,Texas 34th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Pennsylvania general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-pennsylvania-us-house-12.html,Get live results and maps from the 2024 Pennsylvania general election.,Get live results and maps from the 2024 Pennsylvania general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/015f814e-951d-5928-9c1d-8a4fc1a3d72c,0,nyt://interactive/015f814e-951d-5928-9c1d-8a4fc1a3d72c,NA,NA,Elections,Pennsylvania 12th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 West Virginia general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-west-virginia-us-house-1.html,Get live results and maps from the 2024 West Virginia general election.,Get live results and maps from the 2024 West Virginia general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/089d25ce-2625-50fe-a2e1-f9793fa40c6f,0,nyt://interactive/089d25ce-2625-50fe-a2e1-f9793fa40c6f,NA,NA,Elections,West Virginia First Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Illinois general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-illinois-us-house-1.html,Get live results and maps from the 2024 Illinois general election.,Get live results and maps from the 2024 Illinois general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/1bbec990-8828-5f70-adfd-3718e40af3ba,0,nyt://interactive/1bbec990-8828-5f70-adfd-3718e40af3ba,NA,NA,Elections,Illinois First Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Rhode Island general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-rhode-island-question-5-issue-cultural-arts-and-economy-grant-bond.html,Get live results and maps from the 2024 Rhode Island general election.,Get live results and maps from the 2024 Rhode Island general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/2a6fde00-a716-5513-966f-29f6b2ad3a9f,0,nyt://interactive/2a6fde00-a716-5513-966f-29f6b2ad3a9f,NA,NA,Elections,Rhode Island Question 5 Election Results: Issue Cultural Arts and Economy Grant Bond,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Texas general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-texas-us-house-12.html,Get live results and maps from the 2024 Texas general election.,Get live results and maps from the 2024 Texas general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/5a3b81c7-c5bb-5994-b9e1-55ffbbf921e6,0,nyt://interactive/5a3b81c7-c5bb-5994-b9e1-55ffbbf921e6,NA,NA,Elections,Texas 12th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Florida general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-florida-us-house-21.html,Get live results and maps from the 2024 Florida general election.,Get live results and maps from the 2024 Florida general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/62dbaf86-eb37-54f0-a579-ef3976b7fa4b,0,nyt://interactive/62dbaf86-eb37-54f0-a579-ef3976b7fa4b,NA,NA,Elections,Florida 21st Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Minnesota general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-minnesota-president.html,Get live results and maps from the 2024 Minnesota general election.,Get live results and maps from the 2024 Minnesota general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/655c6486-5fdd-5f27-887a-32875a1b3aa9,0,nyt://interactive/655c6486-5fdd-5f27-887a-32875a1b3aa9,NA,NA,Elections,Minnesota Presidential Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 West Virginia general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-west-virginia-governor.html,Get live results and maps from the 2024 West Virginia general election.,Get live results and maps from the 2024 West Virginia general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/824fd815-a88d-5fcf-9921-1e8602b5d4a9,0,nyt://interactive/824fd815-a88d-5fcf-9921-1e8602b5d4a9,NA,NA,Elections,West Virginia Governor Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 California general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-california-us-house-37.html,Get live results and maps from the 2024 California general election.,Get live results and maps from the 2024 California general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/ce35797f-7da5-5f5c-8546-c0ead29a470d,0,nyt://interactive/ce35797f-7da5-5f5c-8546-c0ead29a470d,NA,NA,Elections,California 37th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 California general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-california-us-house-48.html,Get live results and maps from the 2024 California general election.,Get live results and maps from the 2024 California general election.,The New York Times,,,2024-11-05T19:48:59+0000,multimedia,Graphics,U.S.,,nyt://interactive/dd2812ad-b8f0-5e1a-a3a8-65bde8606875,0,nyt://interactive/dd2812ad-b8f0-5e1a-a3a8-65bde8606875,NA,NA,Elections,California 48th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Michigan general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-michigan-us-house-13.html,Get live results and maps from the 2024 Michigan general election.,Get live results and maps from the 2024 Michigan general election.,The New York Times,,,2024-11-05T19:49:00+0000,multimedia,Graphics,U.S.,,nyt://interactive/040be1f8-0486-5407-9e83-0bb5e7fb7cf2,0,nyt://interactive/040be1f8-0486-5407-9e83-0bb5e7fb7cf2,NA,NA,Elections,Michigan 13th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Virginia general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-virginia-president.html,Get live results and maps from the 2024 Virginia general election.,Get live results and maps from the 2024 Virginia general election.,The New York Times,,,2024-11-05T19:49:00+0000,multimedia,Graphics,U.S.,,nyt://interactive/10cba015-2300-5ec0-91ed-ab3a4ed95f2a,0,nyt://interactive/10cba015-2300-5ec0-91ed-ab3a4ed95f2a,NA,NA,Elections,Virginia Presidential Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Washington general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-washington-us-house-1.html,Get live results and maps from the 2024 Washington general election.,Get live results and maps from the 2024 Washington general election.,The New York Times,,,2024-11-05T19:49:00+0000,multimedia,Graphics,U.S.,,nyt://interactive/5abf6bf5-0259-52e1-803f-73a35e8efa73,0,nyt://interactive/5abf6bf5-0259-52e1-803f-73a35e8efa73,NA,NA,Elections,Washington First Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Florida general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-florida-us-house-10.html,Get live results and maps from the 2024 Florida general election.,Get live results and maps from the 2024 Florida general election.,The New York Times,,,2024-11-05T19:49:00+0000,multimedia,Graphics,U.S.,,nyt://interactive/89004da4-6f8c-5d7f-a478-7a7251f84063,0,nyt://interactive/89004da4-6f8c-5d7f-a478-7a7251f84063,NA,NA,Elections,Florida 10th Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 California general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-california-us-house-42.html,Get live results and maps from the 2024 California general election.,Get live results and maps from the 2024 California general election.,The New York Times,,,2024-11-05T19:49:00+0000,multimedia,Graphics,U.S.,,nyt://interactive/8b3abfcf-cd27-5bd2-84aa-7ddcd00030cc,0,nyt://interactive/8b3abfcf-cd27-5bd2-84aa-7ddcd00030cc,NA,NA,Elections,California 42nd Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Missouri general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-missouri-lieutenant-governor.html,Get live results and maps from the 2024 Missouri general election.,Get live results and maps from the 2024 Missouri general election.,The New York Times,,,2024-11-05T19:49:00+0000,multimedia,Graphics,U.S.,,nyt://interactive/b57b7a95-d54b-5487-8a2a-66e58941ee3c,0,nyt://interactive/b57b7a95-d54b-5487-8a2a-66e58941ee3c,NA,NA,Elections,Missouri Lieutenant Governor Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Missouri general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-missouri-attorney-general.html,Get live results and maps from the 2024 Missouri general election.,Get live results and maps from the 2024 Missouri general election.,The New York Times,,,2024-11-05T19:49:00+0000,multimedia,Graphics,U.S.,,nyt://interactive/c782dfde-9b79-5788-a9c4-a7087638a464,0,nyt://interactive/c782dfde-9b79-5788-a9c4-a7087638a464,NA,NA,Elections,Missouri Attorney General Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Texas general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-texas-us-house-3.html,Get live results and maps from the 2024 Texas general election.,Get live results and maps from the 2024 Texas general election.,The New York Times,,,2024-11-05T19:49:00+0000,multimedia,Graphics,U.S.,,nyt://interactive/e8290581-f431-5920-ac21-dc68186aa723,0,nyt://interactive/e8290581-f431-5920-ac21-dc68186aa723,NA,NA,Elections,Texas Third Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Montana general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-montana-secretary-of-state.html,Get live results and maps from the 2024 Montana general election.,Get live results and maps from the 2024 Montana general election.,The New York Times,,,2024-11-05T19:49:01+0000,multimedia,Graphics,U.S.,,nyt://interactive/13df6f66-88b9-5b26-99bc-5add028fbd66,0,nyt://interactive/13df6f66-88b9-5b26-99bc-5add028fbd66,NA,NA,Elections,Montana Secretary of State Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Missouri general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-missouri-us-house-2.html,Get live results and maps from the 2024 Missouri general election.,Get live results and maps from the 2024 Missouri general election.,The New York Times,,,2024-11-05T19:49:01+0000,multimedia,Graphics,U.S.,,nyt://interactive/2427c10a-cc08-5559-abd3-1aba9e652edb,0,nyt://interactive/2427c10a-cc08-5559-abd3-1aba9e652edb,NA,NA,Elections,Missouri Second Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Texas general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-texas-us-house-22.html,Get live results and maps from the 2024 Texas general election.,Get live results and maps from the 2024 Texas general election.,The New York Times,,,2024-11-05T19:49:01+0000,multimedia,Graphics,U.S.,,nyt://interactive/3960f84e-62dd-5b62-a809-b310f3771875,0,nyt://interactive/3960f84e-62dd-5b62-a809-b310f3771875,NA,NA,Elections,Texas 22nd Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Wisconsin general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-wisconsin-us-house-2.html,Get live results and maps from the 2024 Wisconsin general election.,Get live results and maps from the 2024 Wisconsin general election.,The New York Times,,,2024-11-05T19:49:01+0000,multimedia,Graphics,U.S.,,nyt://interactive/4ee3f796-6dbc-549c-a68c-d3efabe449af,0,nyt://interactive/4ee3f796-6dbc-549c-a68c-d3efabe449af,NA,NA,Elections,Wisconsin Second Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
Get live results and maps from the 2024 Texas general election.,https://www.nytimes.com/interactive/2024/11/05/us/elections/results-texas-us-house-32.html,Get live results and maps from the 2024 Texas general election.,Get live results and maps from the 2024 Texas general election.,The New York Times,,,2024-11-05T19:49:01+0000,multimedia,Graphics,U.S.,,nyt://interactive/96fddad8-c5eb-56f8-a4a2-3d93a969bb26,0,nyt://interactive/96fddad8-c5eb-56f8-a4a2-3d93a969bb26,NA,NA,Elections,Texas 32nd Congressional District Election Results,NA,NA,,NA,NA,NA,,,NA
